question,possible_answers,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop
In what country is Mount Shinten?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap""]",2759467,Mount Shinten,country,Japan,1185067,182,502871,[],"[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q3661066,http://www.wikidata.org/entity/Q17,Mount Shinten,Japan,35,702414
In what country is Dual Plover?,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland""]",3957671,Dual Plover,country,Australia,1728758,182,1270922,"[""dualpLOVER""]","[""Commonwealth of Australia"",""AU"",""AUS"",""au"",""British Colony of Australia"",""\ud83c\udde6\ud83c\uddfa"",""Straya"",""Aussieland""]",http://www.wikidata.org/entity/Q5310173,http://www.wikidata.org/entity/Q408,Dual Plover,Australia,88,713574
"In what country is Saint-Antonin, a commune in Gers located?","[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",5696,Saint-Antonin,country,France,2221,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q1004795,http://www.wikidata.org/entity/Q142,"Saint-Antonin, Gers",France,57,486947
"In what country is Peterson, an unincorporated community in Adams County, located?","[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",5435300,Peterson,country,United States of America,2416440,182,988513,"[""Peterson, Indiana""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q7178235,http://www.wikidata.org/entity/Q30,"Peterson, Indiana",United States,47,1629691
"In what country is Joy, an unincorporated community in White County?","[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",612520,Joy,country,United States of America,250917,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q14680988,http://www.wikidata.org/entity/Q30,"Joy, Arkansas",United States,63,1629691
In what country is Valea Pleșii River located?,"[""Romania"", ""Roumania"", ""Rumania"", ""România"", ""ro"", ""🇷🇴""]",6089701,Valea Pleșii River,country,Romania,2739797,182,756886,[],"[""Roumania"",""Rumania"",""Rom\u00e2nia"",""ro"",""\ud83c\uddf7\ud83c\uddf4""]",http://www.wikidata.org/entity/Q7910169,http://www.wikidata.org/entity/Q218,Valea Pleșii River (Bârsa),Romania,3,278539
In what country is Sutlepa?,"[""Estonia"", ""Republic of Estonia"", ""Estland"", ""Eesti"", ""ee"", ""EST"", ""🇪🇪""]",1448611,Sutlepa,country,Estonia,647672,182,656083,[],"[""Republic of Estonia"",""Estland"",""Eesti"",""ee"",""EST"",""\ud83c\uddea\ud83c\uddea""]",http://www.wikidata.org/entity/Q1889467,http://www.wikidata.org/entity/Q191,Sutlepa,Estonia,55,169786
In what country is Movraž?,"[""Slovenia"", ""Slovenija"", ""Republika Slovenija"", ""si"", ""🇸🇮"", ""svn"", ""slo"", ""Republic of Slovenia"", ""SLO""]",1419351,Movraž,country,Slovenia,634756,182,749148,[],"[""Slovenija"",""Republika Slovenija"",""si"",""\ud83c\uddf8\ud83c\uddee"",""svn"",""slo"",""Republic of Slovenia"",""SLO""]",http://www.wikidata.org/entity/Q1868458,http://www.wikidata.org/entity/Q215,Movraž,Slovenia,50,140196
"In what country is Sarnowo, Chełmno County?","[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",5696015,"Sarnowo, Chełmno County",country,Poland,2540298,182,1172122,[],"[""POL"",""Republic of Poland"",""PL"",""Polska""]",http://www.wikidata.org/entity/Q7424375,http://www.wikidata.org/entity/Q36,"Sarnowo, Chełmno County",Poland,38,355720
In what country is Saint-Pierrevillers?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",4512972,Saint-Pierrevillers,country,France,1988656,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q59355,http://www.wikidata.org/entity/Q142,Saint-Pierrevillers,France,86,486947
In what country is Archipelago Museum?,"[""Finland"", ""Republic of Finland"", ""Finnia"", ""Land of Thousand Lakes"", ""fi"", ""Suomi"", ""Suomen tasavalta"", ""Republiken Finland"", ""🇫🇮"", ""FIN""]",420208,Archipelago Museum,country,Finland,170095,182,1083907,[],"[""Republic of Finland"",""Finnia"",""Land of Thousand Lakes"",""fi"",""Suomi"",""Suomen tasavalta"",""Republiken Finland"",""\ud83c\uddeb\ud83c\uddee"",""FIN""]",http://www.wikidata.org/entity/Q13218220,http://www.wikidata.org/entity/Q33,Archipelago Museum,Finland,54,233709
In what country is Revigliasco d'Asti located?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]",1292989,Revigliasco d'Asti,country,Italy,575278,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q17849,http://www.wikidata.org/entity/Q38,Revigliasco d'Asti,Italy,95,403188
In what country is Willow River located?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1093104,Willow River,country,United States of America,473455,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q1688723,http://www.wikidata.org/entity/Q30,Willow River (Mississippi River tributary),United States,62,1629691
In what country is Uñón District?,"[""Peru"", ""pe"", ""Republic of Peru"", ""República del Perú"", ""🇵🇪"", ""Republica del Peru""]",2520473,Uñón District,country,Peru,1089091,182,1283964,[],"[""pe"",""Republic of Peru"",""Rep\u00fablica del Per\u00fa"",""\ud83c\uddf5\ud83c\uddea"",""Republica del Peru""]",http://www.wikidata.org/entity/Q3313803,http://www.wikidata.org/entity/Q419,Uñón District,Peru,31,136982
"In what country is Ban On, a subdistrict in Ngao district?","[""Thailand"", ""Kingdom of Thailand"", ""th"", ""Siam"", ""🇹🇭"", ""Land of Smiles"", ""THA""]",3438406,Ban On,country,Thailand,1482850,182,2858195,[],"[""Kingdom of Thailand"",""th"",""Siam"",""\ud83c\uddf9\ud83c\udded"",""Land of Smiles"",""THA""]",http://www.wikidata.org/entity/Q4853659,http://www.wikidata.org/entity/Q869,Ban On,Thailand,42,249163
"In what country is Kanaküla, a village in Saarde Rural Municipality?","[""Estonia"", ""Republic of Estonia"", ""Estland"", ""Eesti"", ""ee"", ""EST"", ""🇪🇪""]",2634990,Kanaküla,country,Estonia,1135599,182,656083,[],"[""Republic of Estonia"",""Estland"",""Eesti"",""ee"",""EST"",""\ud83c\uddea\ud83c\uddea""]",http://www.wikidata.org/entity/Q3470316,http://www.wikidata.org/entity/Q191,Kanaküla,Estonia,59,169786
Where is Breitenfelde located?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",3373198,Breitenfelde,country,Germany,1450321,182,607728,[],"[""FRG"",""BRD"",""Bundesrepublik Deutschland"",""Federal Republic of Germany"",""de"",""Deutschland"",""GER"",""BR Deutschland"",""DE""]",http://www.wikidata.org/entity/Q479043,http://www.wikidata.org/entity/Q183,Breitenfelde (Amt),Germany,67,556493
"In what country is Konjsko Brdo, a settlement in the Municipality of Perušić?","[""Croatia"", ""Republic of Croatia"", ""HR"", ""HRV"", ""hr"", ""🇭🇷"", ""CRO""]",2096935,Konjsko Brdo,country,Croatia,918213,182,772386,[],"[""Republic of Croatia"",""HR"",""HRV"",""hr"",""\ud83c\udded\ud83c\uddf7"",""CRO""]",http://www.wikidata.org/entity/Q2727682,http://www.wikidata.org/entity/Q224,Konjsko Brdo,Croatia,90,209021
In what country is New York State Route 157?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1918483,New York State Route 157,country,United States of America,842861,182,988513,"[""NY 157""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q2486335,http://www.wikidata.org/entity/Q30,New York State Route 157,United States,78,1629691
"In what country is Le Moustoir, a commune in Côtes-d'Armor located?","[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",14017,Le Moustoir,country,France,5904,182,230035,"[""Ar Vouster""]","[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q1014008,http://www.wikidata.org/entity/Q142,Le Moustoir,France,56,486947
In what country is Mackay Courthouse?,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland""]",5049215,Mackay Courthouse,country,Australia,2230691,182,1270922,[],"[""Commonwealth of Australia"",""AU"",""AUS"",""au"",""British Colony of Australia"",""\ud83c\udde6\ud83c\uddfa"",""Straya"",""Aussieland""]",http://www.wikidata.org/entity/Q6724279,http://www.wikidata.org/entity/Q408,Mackay Courthouse,Australia,41,713574
In what country is Landresse?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",4558262,Landresse,country,France,2010105,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q602529,http://www.wikidata.org/entity/Q142,Landresse,France,99,486947
"In what country is Robinson, an unincorporated community in St. Louis County?","[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",5614172,Robinson,country,United States of America,2501557,182,988513,"[""Robinson, Minnesota""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q7352962,http://www.wikidata.org/entity/Q30,"Robinson, Minnesota",United States,79,1629691
In what country is Lambertz Open by STAWAG?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",2262065,Lambertz Open by STAWAG,country,Germany,986757,182,607728,[],"[""FRG"",""BRD"",""Bundesrepublik Deutschland"",""Federal Republic of Germany"",""de"",""Deutschland"",""GER"",""BR Deutschland"",""DE""]",http://www.wikidata.org/entity/Q299241,http://www.wikidata.org/entity/Q183,Lambertz Open by STAWAG,Germany,75,556493
In what country is Goreme?,"[""Bulgaria"", ""Republic of Bulgaria"", ""bg"", ""🇧🇬"", ""BUL"", ""BGR""]",2038373,Goreme,country,Bulgaria,892974,182,758991,[],"[""Republic of Bulgaria"",""bg"",""\ud83c\udde7\ud83c\uddec"",""BUL"",""BGR""]",http://www.wikidata.org/entity/Q2653482,http://www.wikidata.org/entity/Q219,"Goreme, Bulgaria",Bulgaria,23,170779
In what country is Gawarzec Dolny?,"[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",1604691,Gawarzec Dolny,country,Poland,715364,182,1172122,[],"[""POL"",""Republic of Poland"",""PL"",""Polska""]",http://www.wikidata.org/entity/Q2035864,http://www.wikidata.org/entity/Q36,Gawarzec Dolny,Poland,34,355720
"In what country is Studzianka, Podlaskie Voivodeship?","[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",2637398,"Studzianka, Podlaskie Voivodeship",country,Poland,1136687,182,1172122,[],"[""POL"",""Republic of Poland"",""PL"",""Polska""]",http://www.wikidata.org/entity/Q3473276,http://www.wikidata.org/entity/Q36,"Studzianka, Podlaskie Voivodeship",Poland,76,355720
In what country is Gare de Rosporden?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",2106548,Gare de Rosporden,country,France,922315,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q2739444,http://www.wikidata.org/entity/Q142,Rosporden station,France,49,486947
"In which country is Earl, an unincorporated community in Washburn County?","[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",3972968,Earl,country,United States of America,1736255,182,988513,"[""Earl, Wisconsin""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q5325691,http://www.wikidata.org/entity/Q30,"Earl, Wisconsin",United States,83,1629691
In what country is Donji Matejevac?,"[""Serbia"", ""🇷🇸"", ""Republic of Serbia"", ""Republika Srbija"", ""rs"", ""Srbija"", ""SRB"", ""RS""]",2100090,Donji Matejevac,country,Serbia,919548,182,1263285,[],"[""\ud83c\uddf7\ud83c\uddf8"",""Republic of Serbia"",""Republika Srbija"",""rs"",""Srbija"",""SRB"",""RS""]",http://www.wikidata.org/entity/Q2733167,http://www.wikidata.org/entity/Q403,Donji Matejevac,Serbia,78,232782
"In what country is Rozsochatec, a village in the Havlíčkův Brod District of the Vysočina region located?","[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",2025404,Rozsochatec,country,Czech Republic,887722,182,744365,[],"[""CZR"",""cz"",""\u010cesko"",""\u010cesk\u00e1 republika"",""\u010cR"",""cze"",""CZE"",""Czechia""]",http://www.wikidata.org/entity/Q2635307,http://www.wikidata.org/entity/Q213,Rozsochatec,Czech Republic,53,271047
"Who was the producer of Benjamin Franklin, Jr.?","[""Metro-Goldwyn-Mayer"", ""MGM""]",3476414,"Benjamin Franklin, Jr.",producer,Metro-Goldwyn-Mayer,1501811,164,577953,[],"[""MGM""]",http://www.wikidata.org/entity/Q4888603,http://www.wikidata.org/entity/Q179200,"Benjamin Franklin, Jr.",Metro-Goldwyn-Mayer,96,167070
Who was the producer of O skliros andras?,"[""Finos Film""]",5321559,O skliros andras,producer,Finos Film,2362842,164,229189,[],[],http://www.wikidata.org/entity/Q7073379,http://www.wikidata.org/entity/Q1418294,O skliros andras,Finos Film,57,370
"Who was responsible for producing the 1963 film, The Hunt?","[""Manoel de Oliveira"", ""Manoel Cândido Pinto de Oliveira""]",5933116,The Hunt,producer,Manoel de Oliveira,2661524,164,1300447,"[""Hunt""]","[""Manoel C\u00e2ndido Pinto de Oliveira""]",http://www.wikidata.org/entity/Q7741034,http://www.wikidata.org/entity/Q43264,The Hunt (1963 film),Manoel de Oliveira,87,3665
"Who was the producer of the 1960 film, *The Accused*?","[""Mario Soffici""]",5907056,The Accused,producer,Mario Soffici,2648243,164,44376,"[""Los acusados"",""Accused""]",[],http://www.wikidata.org/entity/Q7712235,http://www.wikidata.org/entity/Q10752256,The Accused (1960 film),Mario Soffici,56,127
Who was the producer of Just Like Us?,"[""Ahmed Ahmed""]",4783337,Just Like Us,producer,Ahmed Ahmed,2102966,164,1391478,[],[],http://www.wikidata.org/entity/Q6316141,http://www.wikidata.org/entity/Q4695717,Just Like Us (film),Ahmed Ahmed,98,2102
"Who was the producer of Today, an EP by Everlast?","[""Carlos Santana"", ""Carlos Augusto Alves Santana""]",6002810,Today,producer,Carlos Santana,2695794,164,2829054,[],"[""Carlos Augusto Alves Santana""]",http://www.wikidata.org/entity/Q7812176,http://www.wikidata.org/entity/Q819016,Today (EP),Carlos Santana,75,79757
Who was the producer of The Pioneers?,"[""Franklyn Barrett"", ""Walter Franklyn Barrett""]",5947997,The Pioneers,producer,Franklyn Barrett,2669187,164,1820638,"[""Pioneers""]","[""Walter Franklyn Barrett""]",http://www.wikidata.org/entity/Q7757231,http://www.wikidata.org/entity/Q5492176,The Pioneers (1916 film),Franklyn Barrett,83,113
Who was the producer of the 1983 film?,"[""Fernando Ayala""]",5920930,The Deal,producer,Fernando Ayala,2655342,164,1011530,"[""Deal""]",[],http://www.wikidata.org/entity/Q7729377,http://www.wikidata.org/entity/Q3069435,The Deal (1983 film),Fernando Ayala,59,194
